Game File,Game Date,Pitching Team,Hitting Team,Pitcher,Batter,Inning,Plate Appearance,Play,Play Type,Outs,New BaseOut State,Pitch Sequence,Batter Handedness,Pitcher Handedness,Runs Scored On Play,Runs Charged To,Game Location (Hitting),Game Location (Pitching),Previous BaseOut State,Next Outs,Outs on Play,All Counts,Inning Number,Grouped Play Type
639284.xml,3/22/2026,INDIANA,MARYLAND,Taylor Hess,Matti Benson,B1,9,Matti Benson singled through the right side (0-0).,1B RS,1,1__,P,L,L,0,[],Home,Away,___,1.0,0.0,['0-0'],1,Single
639284.xml,3/22/2026,INDIANA,MARYLAND,Taylor Hess,Zayda Rocke,B1,10,Zayda Rocke grounded into double play ss to 2b to 1b (3-2 SBBFB); Matti Benson out on the play.,643 GDP,1,___,SBBFBP,R,L,0,[],Home,Away,1__,3.0,2.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2']",1,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Ellie Goins,T2,11,"Ellie Goins out at first p to 2b, bunt (0-1 K).",14 BU,0,___,KP,R,L,0,[],Away,Home,___,1.0,1.0,"['0-0', '0-1']",2,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Hannah Haberstroh,T2,12,Hannah Haberstroh struck out swinging (1-2 KKBS).,KS,1,___,KKBS,L,L,0,[],Away,Home,___,2.0,1.0,"['0-0', '0-1', '0-2', '1-2']",2,Strikeout
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Brooke Mannon,T2,13,Brooke Mannon flied out to 2b (3-2 FBKFBB).,F4,2,___,FBKFBBP,R,L,0,[],Away,Home,___,3.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2']",2,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Taylor Hess,Logan Turner,B2,14,Logan Turner flied out to lf (3-2 BBKKFFBF).,F7,0,___,BBKKFFBFP,R,L,0,[],Home,Away,___,1.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2']",2,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Taylor Hess,Caroline Fox,B2,15,Caroline Fox out on batter's interference (1-1 BF).,BI,1,___,BFP,L,L,0,[],Home,Away,___,2.0,1.0,"['0-0', '1-0', '1-1']",2,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Brooke Mannon,Gracie Wilson,B2,18,Gracie Wilson grounded out to 1b unassisted (1-0 B).,3U,2,___,BP,R,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '1-0']",2,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Cassidy Kettleman,T3,19,"Cassidy Kettleman grounded out to p, bunt (0-1 S).",13 BU,0,___,SP,L,L,0,[],Away,Home,___,1.0,1.0,"['0-0', '0-1']",3,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Aly VanBrandt,T3,20,Aly VanBrandt walked (3-1 KBBBB).,BB,1,1__,KBBBB,L,L,0,[],Away,Home,___,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1']",3,Walk
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Alex Cooper,T3,21,Alex Cooper flied out to cf (0-0).,F8,1,1__,P,L,L,0,[],Away,Home,1__,2.0,1.0,['0-0'],3,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Avery Parker,T3,23,Avery Parker walked (3-2 KBBBFB).,BB,2,1__,KBBBFB,R,L,0,[],Away,Home,1__,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2']",3,Walk
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Josie Bird,T3,24,Josie Bird struck out swinging (1-2 KBKS).,KS,2,1__,KBKS,R,L,0,[],Away,Home,1__,3.0,1.0,"['0-0', '0-1', '1-1', '1-2']",3,Strikeout
639284.xml,3/22/2026,INDIANA,MARYLAND,Brooke Mannon,Caitlyn Cornwell,B3,25,Caitlyn Cornwell lined out to ss (1-1 FB).,L6,0,___,FBP,L,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '1-1']",3,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Brooke Mannon,Bailey Murphy,B3,26,Bailey Murphy singled to right field (1-1 BK).,1B 9,1,1__,BKP,L,R,0,[],Home,Away,___,1.0,0.0,"['0-0', '1-0', '1-1']",3,Single
639284.xml,3/22/2026,INDIANA,MARYLAND,Brooke Mannon,Mariah Penta,B3,27,Mariah Penta singled to left center (3-1 BBBK); Bailey Murphy advanced to second.,1B LC,1,12_,BBBKP,R,R,0,[],Home,Away,1__,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1']",3,Single
639284.xml,3/22/2026,INDIANA,MARYLAND,Brooke Mannon,Anna McGowan,B3,28,Anna McGowan flied out to lf (2-1 BKB).,F7,1,12_,BKBP,R,R,0,[],Home,Away,12_,2.0,1.0,"['0-0', '1-0', '1-1', '2-1']",3,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Brooke Mannon,Matti Benson,B3,29,Matti Benson walked (3-2 BBFBFFB); Mariah Penta advanced to second; Bailey Murphy advanced to third.,BB,2,123,BBFBFFB,L,R,0,[],Home,Away,12_,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2']",3,Walk
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Zayda Rocke,B3,31,Zayda Rocke struck out swinging (0-2 FFS).,KS,2,123,FFS,R,R,0,[],Home,Away,123,3.0,1.0,"['0-0', '0-1', '0-2']",3,Strikeout
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Madalyn Strader,T4,32,"Madalyn Strader homered to left field, RBI (2-1 KBB).",HR LF RBI1,0,___,KBBP,L,L,1,['Caitlin Olensky'],Away,Home,___,0.0,0.0,"['0-0', '0-1', '1-1', '2-1']",4,Home Run
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Ellie Goins,T4,33,Ellie Goins struck out looking (2-2 BFSBK).,KL,0,___,BFSBK,R,L,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2']",4,Strikeout
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Hannah Haberstroh,T4,34,Hannah Haberstroh popped up to 2b (2-1 BSB).,P4,1,___,BSBP,L,L,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0', '1-1', '2-1']",4,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Brooke Mannon,T4,36,Brooke Mannon walked (3-0 BBBB).,BB,2,1__,BBBB,R,L,0,[],Away,Home,___,2.0,0.0,"['0-0', '1-0', '2-0', '3-0']",4,Walk
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Josie White,T4,38,Josie White struck out swinging (3-2 FBBBKS).,KS,2,1__,FBBBKS,L,L,0,[],Away,Home,1__,3.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2']",4,Strikeout
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Logan Turner,B4,42,Logan Turner singled to third base (1-0 B).,1B 5,0,1__,BP,R,R,0,[],Home,Away,___,0.0,0.0,"['0-0', '1-0']",4,Single
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Caroline Fox,B4,44,"Caroline Fox reached on a fielder's choice, bunt (0-0); Gracelyn Solarz out at second 3b to 2b.",FC BU,0,1__,P,L,R,0,[],Home,Away,1__,1.0,1.0,['0-0'],4,Fielders Choice
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Gracie Wilson,B4,45,Gracie Wilson reached first on a fielding error by 3b (2-2 BFFBF); Caroline Fox advanced to second.,E5F,1,12_,BFFBFP,R,R,0,[],Home,Away,1__,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2']",4,Reached on Error
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Caitlyn Cornwell,B4,46,Caitlyn Cornwell reached on a fielder's choice (3-2 BBSFB); Gracie Wilson advanced to second; Caroline Fox out at third lf to 3b.,FC,1,12_,BBSFBP,L,R,0,[],Home,Away,12_,2.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2']",4,Fielders Choice
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Bailey Murphy,B4,47,Bailey Murphy flied out to cf (0-0).,F8,2,12_,P,L,R,0,[],Home,Away,12_,3.0,1.0,['0-0'],4,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Aly VanBrandt,T5,49,"Aly VanBrandt doubled to left center, advanced to third on a throwing error by cf (0-0).",2B LC E8T,0,__3,P,L,L,0,[],Away,Home,___,0.0,0.0,['0-0'],5,Double
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Alex Cooper,T5,50,Alex Cooper walked (3-0 BBBB).,BB,0,1_3,BBBB,L,L,0,[],Away,Home,__3,0.0,0.0,"['0-0', '1-0', '2-0', '3-0']",5,Walk
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Avery Parker,T5,52,"Avery Parker doubled down the lf line, 2 RBI (3-0 BBB); Alex Cooper scored; Aly VanBrandt scored.",2B LL RBI2,0,12_,BBBP,R,L,2,"['Caitlin Olensky', 'Caitlin Olensky']",Away,Home,1_3,0.0,0.0,"['0-0', '1-0', '2-0', '3-0']",5,Double
639284.xml,3/22/2026,MARYLAND,INDIANA,Caitlin Olensky,Josie Bird,T5,53,"Josie Bird doubled to left field, RBI (3-2 BBBKK); Avery Parker scored.",2B LF RBI1,0,12_,BBBKKP,R,L,1,['Caitlin Olensky'],Away,Home,12_,0.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2']",5,Double
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Madalyn Strader,T5,56,"Madalyn Strader walked (3-0 BBBB); Jada Ellison picked off, out at second c to ss.",BB,0,1__,BBBB,L,R,0,[],Away,Home,12_,1.0,1.0,"['0-0', '1-0', '2-0', '3-0']",5,Walk
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Ellie Goins,T5,57,Ellie Goins struck out looking (2-2 KKBBK).,KL,1,1__,KKBBK,R,R,0,[],Away,Home,1__,2.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",5,Strikeout
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Mariah Penta,B5,60,Mariah Penta singled up the middle (0-1 F).,1B MI,0,1__,FP,R,R,0,[],Home,Away,___,0.0,0.0,"['0-0', '0-1']",5,Single
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Anna McGowan,B5,62,Anna McGowan singled to left field (2-2 BFBK); Lauren Caye out at second lf to 2b.,1B 7,0,1__,BFBKP,R,R,0,[],Home,Away,1__,1.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2']",5,Single
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Matti Benson,B5,64,Matti Benson singled up the middle (2-2 KKBBFF); Jaylee Williams advanced to second.,1B MI,1,12_,KKBBFFP,L,R,0,[],Home,Away,1__,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",5,Single
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Zayda Rocke,B5,65,Zayda Rocke popped up to ss (2-1 FBB).,P6,1,12_,FBBP,R,R,0,[],Home,Away,12_,2.0,1.0,"['0-0', '0-1', '1-1', '2-1']",5,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Logan Turner,B5,66,Logan Turner struck out looking (1-2 KSBK).,KL,2,12_,KSBK,R,R,0,[],Home,Away,12_,3.0,1.0,"['0-0', '0-1', '0-2', '1-2']",5,Strikeout
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Hannah Haberstroh,T6,70,Hannah Haberstroh singled to right field (3-2 BKKBB).,1B 9,0,1__,BKKBBP,L,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2']",6,Single
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Brooke Mannon,T6,72,Brooke Mannon singled to right field (3-2 BBBKK); Peyton Drummond advanced to second.,1B RF,0,12_,BBBKKP,R,R,0,[],Away,Home,1__,0.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2']",6,Single
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Cassidy Kettleman,T6,73,"Cassidy Kettleman fouled out to c, bunt (0-0).",FF2 BU,0,12_,N/A,L,R,0,[],Away,Home,12_,1.0,1.0,['Unknown'],6,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Aly VanBrandt,T6,74,Aly VanBrandt flied out to cf (0-1 K); Peyton Drummond advanced to third.,F8,1,1_3,KP,L,R,0,[],Away,Home,12_,2.0,1.0,"['0-0', '0-1']",6,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Caroline Fox,B6,77,Caroline Fox fouled out to 3b (1-0 B).,FF5,0,___,BP,L,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '1-0']",6,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Gracie Wilson,B6,78,Gracie Wilson grounded out to ss (1-2 KFB).,63,1,___,KFBP,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '0-2', '1-2']",6,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Caitlyn Cornwell,B6,79,Caitlyn Cornwell grounded out to 3b (3-2 BFFFBB).,53,2,___,BFFFBBP,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2']",6,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Alex Cooper,T7,80,Alex Cooper singled through the right side (3-1 BBKB).,1B RS,0,1__,BBKBP,L,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1']",7,Single
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Avery Parker,T7,81,Avery Parker singled to pitcher (0-2 KF); Alex Cooper advanced to second.,1B P,0,12_,KFP,R,R,0,[],Away,Home,1__,0.0,0.0,"['0-0', '0-1', '0-2']",7,Single
639284.xml,3/22/2026,MARYLAND,INDIANA,Elisea Wiegand,Josie Bird,T7,82,"Josie Bird homered to left field, 3 RBI (3-1 BBKH); Avery Parker scored; Alex Cooper scored.",HR LF RBI3,0,___,BBKH,R,R,3,"['Elisea Wiegand', 'Elisea Wiegand', 'Elisea Wiegand']",Away,Home,12_,0.0,0.0,"['0-0', '1-0', '2-0', '2-1']",7,Home Run
639284.xml,3/22/2026,MARYLAND,INDIANA,Aubrey Wurst,Madalyn Strader,T7,84,Madalyn Strader walked (3-0 BBBB).,BB,0,1__,BBBB,L,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '2-0', '3-0']",7,Walk
639284.xml,3/22/2026,MARYLAND,INDIANA,Aubrey Wurst,Ellie Goins,T7,85,Ellie Goins flied out to ss (0-0).,F6,0,1__,N/A,R,R,0,[],Away,Home,1__,1.0,1.0,['Unknown'],7,Out
639284.xml,3/22/2026,MARYLAND,INDIANA,Aubrey Wurst,Hannah Haberstroh,T7,86,Hannah Haberstroh struck out swinging (2-2 KKBBS).,KS,1,1__,KKBBS,L,R,0,[],Away,Home,1__,2.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",7,Strikeout
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Bailey Murphy,B7,88,Bailey Murphy popped up to 3b (2-0 BB).,P5,0,___,BBP,L,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '1-0', '2-0']",7,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Mariah Penta,B7,89,Mariah Penta grounded out to ss (1-2 KFBF).,63,1,___,KFBFP,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '0-2', '1-2']",7,Out
639284.xml,3/22/2026,INDIANA,MARYLAND,Ella Troutt,Anna McGowan,B7,90,Anna McGowan flied out to cf (1-2 KBF).,F8,2,___,KBFP,R,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '1-1', '1-2']",7,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Brooke Rebhan,T1,3,Brooke Rebhan flied out to 2b (3-1 BBFB).,F4,0,___,BBFBP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1']",1,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Gabby Park,T1,4,Gabby Park struck out looking (1-2 KSBK).,KL,1,___,KSBK,L,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '0-1', '0-2', '1-2']",1,Strikeout
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Dayanara Campos,T1,5,Dayanara Campos struck out looking (2-2 BSBFK).,KL,2,___,BSBFK,L,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2']",1,Strikeout
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Bailey Murphy,B1,6,Bailey Murphy singled to catcher (3-2 SBBFB).,1B 2,0,1__,SBBFBP,L,R,0,[],Home,Away,___,0.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2']",1,Single
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Sammi Woods,B1,7,Sammi Woods struck out swinging (2-2 KBBSS).,KS,0,1__,KBBSS,R,R,0,[],Home,Away,1__,1.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2']",1,Strikeout
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Mariah Penta,B1,8,Mariah Penta grounded out to p (1-1 BK); Bailey Murphy advanced to second.,13,1,_2_,BKP,R,R,0,[],Home,Away,1__,2.0,1.0,"['0-0', '1-0', '1-1']",1,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Matti Benson,B1,9,Matti Benson singled to left field (0-1 K); Bailey Murphy advanced to third.,1B 7,2,1_3,KP,L,R,0,[],Home,Away,_2_,2.0,0.0,"['0-0', '0-1']",1,Single
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Zayda Rocke,B1,11,Zayda Rocke flied out to cf (3-2 BSFBFB).,F8,2,1_3,BSFBFBP,R,R,0,[],Home,Away,1_3,3.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2']",1,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Taylor Francis,T2,12,Taylor Francis singled to right field (3-2 BBKFFB).,1B 9,0,1__,BBKFFBP,R,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2']",2,Single
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Devyn Johnson,T2,13,Devyn Johnson lined out to 2b (0-1 K).,L4,0,1__,KP,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '0-1']",2,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Emily Strittmatter,T2,14,Emily Strittmatter flied out to cf (1-1 BF).,F8,1,1__,BFP,R,R,0,[],Away,Home,1__,2.0,1.0,"['0-0', '1-0', '1-1']",2,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Nina Sarlo,T2,15,Nina Sarlo fouled out to c (2-2 KKBFFBF).,FF2,2,1__,KKBFFBFP,R,R,0,[],Away,Home,1__,3.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",2,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Logan Turner,B2,16,Logan Turner grounded out to 3b (2-2 KBKB).,53,0,___,KBKBP,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2']",2,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Caroline Fox,B2,17,Caroline Fox grounded out to 1b unassisted (3-2 FFBBB).,3U,1,___,FFBBBP,L,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2']",2,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Gracie Wilson,B2,18,"Gracie Wilson homered to left center, RBI (1-0 B).",HR LC RBI1,2,___,BP,R,R,1,['Catherine Larson'],Home,Away,___,2.0,0.0,"['0-0', '1-0']",2,Home Run
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Caitlyn Cornwell,B2,19,Caitlyn Cornwell grounded out to p (2-2 BKFFB).,13,2,___,BKFFBP,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2']",2,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Dani Koo,T3,20,Dani Koo struck out swinging (2-2 BSFBS).,KS,0,___,BSFBS,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2']",3,Strikeout
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Claire Turner,T3,21,Claire Turner flied out to cf (2-1 BBK).,F8,1,___,BBKP,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0', '2-0', '2-1']",3,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Brooke Rebhan,T3,22,Brooke Rebhan singled to left field (0-2 FK).,1B 7,2,1__,FKP,R,R,0,[],Away,Home,___,2.0,0.0,"['0-0', '0-1', '0-2']",3,Single
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Gabby Park,T3,23,Gabby Park fouled out to lf (0-0).,FF7,2,1__,N/A,L,R,0,[],Away,Home,1__,3.0,1.0,['Unknown'],3,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Bailey Murphy,B3,24,Bailey Murphy flied out to lf to left center (0-0).,F7 LC,0,___,P,L,R,0,[],Home,Away,___,1.0,1.0,['0-0'],3,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Sammi Woods,B3,25,Sammi Woods walked (3-1 BKBBB).,BB,1,1__,BKBBB,R,R,0,[],Home,Away,___,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1']",3,Walk
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Mariah Penta,B3,26,Mariah Penta reached on a fielder's choice (3-1 BKBB); Sammi Woods out at second ss to 2b.,FC,1,1__,BKBBP,R,R,0,[],Home,Away,1__,2.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1']",3,Fielders Choice
639286.xml,4/8/2026,GEORGETO,MARYLAND,Catherine Larson,Matti Benson,B3,27,Matti Benson flied out to cf (0-0).,F8,2,1__,P,L,R,0,[],Home,Away,1__,3.0,1.0,['0-0'],3,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Dayanara Campos,T4,28,Dayanara Campos walked (3-1 BBKBB).,BB,0,1__,BBKBB,L,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1']",4,Walk
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Taylor Francis,T4,29,"Taylor Francis fouled out to c, bunt (0-1 K).",FF2 BU,0,1__,KP,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '0-1']",4,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Devyn Johnson,T4,30,Devyn Johnson lined out to 1b (0-0).,L3,1,1__,P,R,R,0,[],Away,Home,1__,2.0,1.0,['0-0'],4,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Emily Strittmatter,T4,31,Emily Strittmatter popped up to ss (0-2 KF).,P6,2,1__,KFP,R,R,0,[],Away,Home,1__,3.0,1.0,"['0-0', '0-1', '0-2']",4,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Zayda Rocke,B4,33,Zayda Rocke flied out to 2b (1-1 KB).,F4,0,___,KBP,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '1-1']",4,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Logan Turner,B4,34,Logan Turner popped up to 2b (3-1 KBBB).,P4,1,___,KBBBP,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1']",4,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Caroline Fox,B4,35,"Caroline Fox singled to third base, bunt (0-0).",1B 5 BU,2,1__,P,L,R,0,[],Home,Away,___,2.0,0.0,['0-0'],4,Single
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Gracie Wilson,B4,37,Gracie Wilson walked (3-0 BBBB).,BB,2,1__,BBBB,R,R,0,[],Home,Away,1__,2.0,0.0,"['0-0', '1-0', '2-0', '3-0']",4,Walk
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Caitlyn Cornwell,B4,38,Caitlyn Cornwell singled to shortstop (0-1 F); Gracie Wilson advanced to second; Caroline Fox advanced to third.,1B 6,2,123,FP,L,R,0,[],Home,Away,1__,2.0,0.0,"['0-0', '0-1']",4,Single
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Bailey Murphy,B4,39,Bailey Murphy grounded out to 1b unassisted (1-2 KKBF).,3U,2,123,KKBFP,L,R,0,[],Home,Away,123,3.0,1.0,"['0-0', '0-1', '0-2', '1-2']",4,Out
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Nina Sarlo,T5,40,Nina Sarlo singled to pitcher (0-0).,1B 1,0,1__,P,R,R,0,[],Away,Home,___,0.0,0.0,['0-0'],5,Single
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Dani Koo,T5,41,Dani Koo struck out swinging (1-2 KBKS).,KS,0,1__,KBKS,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '0-1', '1-1', '1-2']",5,Strikeout
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Claire Turner,T5,42,Claire Turner flied out to lf (0-1 K).,F7,1,1__,KP,R,R,0,[],Away,Home,1__,2.0,1.0,"['0-0', '0-1']",5,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Sammi Woods,B5,44,Sammi Woods grounded out to 3b (1-1 KB).,53,0,___,KBP,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '1-1']",5,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Mariah Penta,B5,45,Mariah Penta flied out to ss (0-0).,F6,1,___,P,R,R,0,[],Home,Away,___,2.0,1.0,['0-0'],5,Out
639286.xml,4/8/2026,GEORGETO,MARYLAND,Marina Egbert,Matti Benson,B5,46,"Matti Benson singled to right field, out at second rf to 2b to ss (2-1 BBF).",1B RF 946,2,___,BBFP,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '1-0', '2-0', '2-1']",5,Single
639286.xml,4/8/2026,MARYLAND,GEORGETO,Elisea Wiegand,Brooke Rebhan,T6,47,Brooke Rebhan singled to left center (1-2 KBF).,1B LC,0,1__,KBFP,R,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '0-1', '1-1', '1-2']",6,Single
